,Rating,first_track,first_artist,first_album,first_uri,first_pitch_0,first_pitch_1,first_pitch_2,first_pitch_3,first_pitch_4,first_pitch_5,first_pitch_6,first_pitch_7,first_pitch_8,first_pitch_9,first_pitch_10,first_pitch_11,first_timbre_0,first_timbre_1,first_timbre_2,first_timbre_3,first_timbre_4,first_timbre_5,first_timbre_6,first_timbre_7,first_timbre_8,first_timbre_9,first_timbre_10,first_timbre_11,first_key,first_mode,first_tempo,first_time_signature,second_track,second_artist,second_album,second_uri,second_pitch_0,second_pitch_1,second_pitch_2,second_pitch_3,second_pitch_4,second_pitch_5,second_pitch_6,second_pitch_7,second_pitch_8,second_pitch_9,second_pitch_10,second_pitch_11,second_timbre_0,second_timbre_1,second_timbre_2,second_timbre_3,second_timbre_4,second_timbre_5,second_timbre_6,second_timbre_7,second_timbre_8,second_timbre_9,second_timbre_10,second_timbre_11,second_key,second_mode,second_tempo,second_time_signature
0,0.0,Palm Dreams,Hayley Kiyoko,Expectations,spotify:track:3qDaH8tgcdzdpxaL7CyW2s,0.003564729617185454,0.004856647143840025,0.004563006312476116,0.0024040320044651903,0.0037962352908543404,0.002726985793333966,0.0036242015452244915,0.004503822859383182,0.003262062530670253,0.006633878639942085,0.0025636654403829477,0.004542576057692365,0.3051153762721575,-0.29700219671138844,0.3580554408264741,-0.13180621778718146,0.35291971515087067,-0.2737641165388104,-0.3988553915647018,-0.09389945356856444,-0.006168916198251989,-0.015270271246158491,-0.017525813234880772,-0.10945697677344904,2.0,1.0,104.565,4.0,The 1975,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware",spotify:track:4ZEvWpjUBtL9gjVIzB2Wbr,0.001511884549174611,0.0026005409291635904,0.005475558282861483,0.0030245932545914793,0.0056007909915547615,0.0018686906351942042,0.0026428378589313157,0.004303568054628668,0.002302023084378658,0.006325748392068032,0.0018009735591939195,0.0033630979079560556,0.6855637151652677,0.2992886038166301,0.23546458407320106,0.0020141281649672083,0.11785078009750523,-0.3562133867626323,0.17636121295514834,0.10063806348330588,0.02111720663985693,-0.02327948012045871,-0.28236677786103354,-0.04978421795058944,9.0,1.0,85.576,3.0
1,0.0,Let It Be,Hayley Kiyoko,Expectations,spotify:track:181uk7o0ajEG8F1HYrqbxu,0.009316881517957301,0.006335754764502824,0.013440517636516146,0.004118919811273911,0.010719704296208886,0.0031547106495474395,0.0039092217157995456,0.021025993750614393,0.005286600505151228,0.003518196276844301,0.006475509900175097,0.026045249372751877,0.6681876067487967,-1.8907176659391172,-1.432164646379107,0.7286038884964711,1.423194559935073,-2.095246732861587,-0.4108735630963913,1.5621313968990302,-0.024314549022291018,-0.46572545970028184,-0.30887326613350297,-0.13810585966223576,0.0,1.0,79.803,4.0,The 1975,The 1975,A Brief Inquiry Into Online Relationships,spotify:track:7dvM0LbJ4pu1tDJnCH1Ahg,0.03977213149754127,0.0034997431809514526,0.004270255248739305,0.003276567814539517,0.006290153696917941,0.1400526939312576,0.0044364962687750585,0.03439321549052052,0.0033540631558265054,0.026089262797826942,0.006524495277082228,0.006948977326436351,2.5292432515380137,-9.243542366827336,-3.703883177308026,0.04093045870048008,6.000435238087504,-5.869031752349083,1.0563400870167916,4.755763463081102,-2.6607141888269794,-1.121267363713789,-2.2195547937364,-0.28921788582227353,0.0,1.0,138.205,1.0
2,0.0,TOOTIMETOOTIMETOOTIME,The 1976,A Brief Inquiry Into Online Relationships,spotify:track:33DzKnwuBE6lfOiADwzd5E,0.0052804296173021206,0.0031652698520132153,0.001917570197820837,0.006115047137817684,0.00171392467489317,0.005378995284478726,0.0018480236241148103,0.0038249105059604506,0.015122079645880297,0.002359474802922168,0.008107101242140067,0.00213154190166796,0.7179891908146845,-0.029511828771791634,1.5816589137894546,0.34165355473093173,0.9271875445014424,-0.2676484941556726,-0.3248702261129506,0.20110085104032835,-0.22521394036604078,-0.13888408486189,-0.11891497808431167,0.033618124635865936,8.0,1.0,114.897,4.0,How To Draw / Petrichor,The 1976,A Brief Inquiry Into Online Relationships,spotify:track:1bTfkhyNrSmthxL7P5yGDJ,0.02308809272630084,0.01102992708181475,0.0055888118266689095,0.006253503468859373,0.014458189009420933,0.007855895846070564,0.012385377619161168,0.005510022389276954,0.010650148100348861,0.012460168295337292,0.02987567900516043,0.03705207736496272,1.0104596848926342,-3.449579757514167,-1.9522267562689783,-0.6309219395749446,2.6351917944486565,-1.7755030852826705,-0.07547661743078758,0.5902638156831544,-0.2124788567116411,-0.13706783602938874,-0.5916311740498352,-0.4772525872121384,9.0,1.0,135.2,3.0
3,0.0,Vibe,Tove Stryke,,spotify:track:7rXOrI115JVyhBfM2DRKwZ,0.023489321548647565,0.034048336965197865,0.01835159508851708,0.050423736342027084,0.031021530616508093,0.042369142381550276,0.23781199988565677,0.049304255328506,0.04043689131452973,0.01942815834782781,0.06276019359193968,0.16102959401544956,3.1533037264909156,10.03461492047646,-2.428587453905372,13.235145105448677,20.32912037322081,-15.345470537919088,3.822070815311443,9.404699502057078,-2.143329164018814,-2.443797844959332,-1.312530922156426,3.452295793377327,6.0,1.0,0.0,4.0,Rooftop - Acoustic,Clara Mae,Sorry for Writing All the Songs About You,spotify:track:7m34nMTiU0KwhsMSBmUhde,0.0017904157334531008,0.0030364084178239503,0.008188021725471001,0.002344947798665059,0.008210821147714764,0.0024731472719308734,0.005074932747530078,0.007775456852857661,0.00465611719224687,0.014347710261393603,0.00270154826378771,0.002683062270970045,0.7117144006371463,0.36743483745699873,-1.686590572842865,1.1660172465346288,0.834062016111564,-0.69975336737025,-0.8936677693551487,0.5843175928847562,0.05760986630223048,-0.17777595494360365,-0.6469800356265735,-0.04129937727178646,2.0,1.0,173.393,4.0
4,0.0,Good Mourning,Halsey,hopeless fountain kingdom,spotify:track:6Ck8Lq4srTWQP1PXZ9P8aZ,0.07142857142857142,0.03895659098397329,0.013336961558121386,0.01768058149073485,0.012523666362947845,0.014696982904760444,0.010163676490449988,0.014777383797669878,0.011347450614482805,0.00921711798858724,0.008820249785159105,0.023195987086837153,2.4816003776100133,0.8346386443888182,2.7108828227683146,3.6436765261074027,0.8285284962491988,-1.4163434759085372,4.818014245036947,-1.8599461820073895,-1.8234797187008596,-0.6651738695305213,-0.8630538420962257,-0.22850233824980673,1.0,1.0,0.0,4.0,Wait Up,Charlotte Lawrence,,spotify:track:6VM9H9tmexHFNLePOXOVPX,0.027672867888573576,0.017348892917528894,0.03744373776679852,0.009183027579852173,0.0072775378651074585,0.0041130805355750755,0.004863959086429088,0.006438026552021091,0.0067072157432048985,0.02616760872984524,0.00938169858990596,0.01245161713884114,1.7743635997427425,-0.4552278769929889,-0.04027932948410467,2.8478176874687287,2.403954799571401,-1.6819450677458814,-0.7896385837897071,2.112742173223901,-0.32186293786667575,-0.7311004024659541,-0.698804421810806,-0.39018943154919167,2.0,1.0,101.743,4.0
5,0.0,Behind These Hazel Eyes,Kelly Clarkson,Breakaway,spotify:track:0AKAxdNkwq9ZxRdW1DN9zW,0.016383752306754974,0.03720934704079171,0.04475253851190202,0.024585590232336148,0.040129366997842274,0.024851099580696662,0.021504176757001277,0.017786659276252656,0.014510313220116297,0.024859217085346826,0.014691045061729757,0.018568797642692543,3.038144293214677,6.205216365734581,-4.535402163455721,16.101172978285526,-0.6299182422252185,-7.114384919449621,-2.826792914000656,4.086863665117467,-0.39895186662942134,-2.9339999877559615,-0.9999442470245886,0.5330177352340189,4.0,1.0,91.33,4.0,Breakaway,Kelly Clarkson,Breakaway,spotify:track:61Qhe2mHSLhUE04QeK4lkD,0.043305301302090676,0.0020742607873877766,0.0023681159896483638,0.0014283224278154854,0.005443584676573947,0.3333333333333333,0.0042237547838767315,0.007801101817169072,0.0012037970603605548,0.002361206553950239,0.0012037970603605548,0.002183068753266179,9.228702137763134,-15.133914196105303,-34.72654596433254,9.100767472298108,5.373869025825893,-16.101319340004945,-2.563137192822699,19.5531473121106,4.041988179951997,-3.0837180016147054,-11.53502788339076,-1.901470243739106,0.0,1.0,161.41,3.0
6,0.0,Lost Myself,Apollos,,spotify:track:0wBUHmaeihAuTWPbN3Y6Rc,0.010065268649783222,0.0021903789662968305,0.0018838318206032048,0.004831822323665623,0.0021970576475071175,0.0011728956388258052,0.002608225055883079,0.006651698571636116,0.0018652395772002124,0.0017764771580299585,0.006667369888641651,0.0030408530963177056,0.6081863067018912,0.2173661028656486,-1.0704414626647498,-0.4386830161793305,-0.0006618233973599505,-1.0582119597756514,0.6862906936511213,0.32695629383986213,0.46904062064309493,-0.017647994533398582,-0.24423346380152772,0.2764662813952037,10.0,1.0,120.533,4.0,California Gurls,Katy Perry,Teenage Dream,spotify:track:6tS3XVuOyu10897O3ae7bi,0.003833500568835064,0.003293624723248401,0.0018725647525869357,0.0012798950904331602,0.0011870307671962023,0.001782666046963495,0.0008561630626840352,0.000996074671562251,0.0010094314594991036,0.00147024921955462,0.0012076987515356955,0.0025326925839261752,0.2532722284099568,0.33656014183239974,0.11033617717701145,0.07848125808706859,0.1101252055940704,-0.16038183144260784,0.06624366784549386,0.0626292570910673,-0.007568870459077299,-0.009319059152383893,-0.05002191453450037,-0.021064230032328053,0.0,1.0,124.992,4.0
7,0.0,California Gurls,Katy Perry,Teenage Dream,spotify:track:6tS3XVuOyu10897O3ae7bi,0.003833500568835064,0.003293624723248401,0.0018725647525869357,0.0012798950904331602,0.0011870307671962023,0.001782666046963495,0.0008561630626840352,0.000996074671562251,0.0010094314594991036,0.00147024921955462,0.0012076987515356955,0.0025326925839261752,0.2532722284099568,0.33656014183239974,0.11033617717701145,0.07848125808706859,0.1101252055940704,-0.16038183144260784,0.06624366784549386,0.0626292570910673,-0.007568870459077299,-0.009319059152383893,-0.05002191453450037,-0.021064230032328053,0.0,1.0,124.992,4.0,Older,Sasha Sloan,Loser,spotify:track:52iLDrSoRtf9lcgFuLVfqE,0.017598826935189507,0.013356901468383494,0.006326752024119557,0.012205421402257033,0.017169211373590135,0.00329554170499029,0.05769894271697219,0.004391041975569275,0.015180768935443503,0.003688961531970012,0.024059307834585625,0.11111111111111113,0.5743077657726108,6.863388953028844,-0.5679381444347502,-1.7464936500527692,12.966057586043297,-5.8183847041233,-4.220034063630867,2.9085731816734928,-1.2379803543897476,-0.3239745406525452,-0.4854061633366118,-1.8175884843673518,4.0,1.0,0.0,4.0
8,0.0,Never Not,Lauv,I met you when I was 18.,spotify:track:4fFfyouye6vrX9o9z4PVMu,0.03351983893196945,0.019649516366939318,0.018930844289753234,0.01835984637399173,0.02175953363982974,0.0745224477392414,0.07523319648303119,0.021325135105565742,0.018770534530825955,0.018052978855368964,0.01637356590538439,0.0135320768476365,0.43731536618868766,8.067316423262822,-0.1329444897026446,-0.13522360456507002,4.475748841652447,-4.951352198787657,1.3829358874306568,2.553672044521475,-1.219435439013723,-0.5440228764459011,-0.7923607910897231,-0.8402201909161415,3.0,0.0,125.616,4.0,JT,Jon Bellion,Glory Sound Prep,spotify:track:1eftOUoeMO1JkSQQmS6jXF,0.009022641652727164,0.002497228979998744,0.002989093140508756,0.0022758323263524696,0.0055154896730180624,0.005139299060613883,0.003547239687328462,0.005595695491883887,0.0034455469765327933,0.004979735051332464,0.003877658427092706,0.006147855405347845,0.5024108446665638,0.06410314760394271,0.47304169621469444,0.22967282729313543,0.29004000608343167,-0.31341775838769226,-0.1693034478134952,0.041794675292605464,-0.12889470669589115,-0.05296151757603438,-0.18645665346926396,0.014462153246633018,0.0,1.0,98.217,4.0
9,0.0,How It Ends,Emily Warren,,spotify:track:06uX6D1YUwbzBhpRBpXL5L,0.0052924871153628575,0.0038055486195914113,0.004184191626383888,0.007790887427351194,0.05999792189302403,0.051762941858847056,0.0060368355779847295,0.0043355965167588065,0.004608557131970156,0.0032416958627407375,0.004191048070783248,0.008375602047106466,0.815804084426723,3.8371649509096306,4.38655864761379,1.5119125561325413,7.967311190890955,-3.4418410168914573,-0.007043154430975737,1.1389748010732972,0.5965307643876823,0.16193768727103186,-1.0158242210207833,-2.483055758974379,3.0,1.0,132.546,3.0,Nana,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware",spotify:track:1JmLA5HZ7Wp7L8DNctLpUW,0.02340594520256764,0.016906967676506405,0.01403875685224003,0.010561510258672465,0.01426012245998138,0.125,0.022062818122566268,0.037479496900565845,0.011851868367844767,0.028788330447954986,0.011581742373701739,0.010175246238870912,0.916785152743649,6.010547836190328,1.0219429725884788,1.1784753495426716,12.909714724969234,-7.492900992414358,-1.6369053300855754,5.037835526871794,-0.9194922338078414,-1.2675385494123173,0.021908696502588504,-1.7504252489599197,0.0,1.0,0.0,4.0
